time,open,high,low,close,volume,volume_ma
2021-07-16T22:00:00+07:00,1908.61,1934.58,1904.03,1934.26,3784.068285,2833.002592500042
2021-07-16T23:00:00+07:00,1934.27,1941.08,1914.53,1928.73,4133.299139,2969.1909232500416
2021-07-17T00:00:00+07:00,1928.7,1935.88,1916.44,1924.53,1087.366007,2972.995104900041
2021-07-17T01:00:00+07:00,1924.99,1925.64,1914.14,1918.92,1184.357053,2984.2971574500416
2021-07-17T02:00:00+07:00,1918.05,1925.67,1904.47,1913.46,1933.58207,3004.424047200041
2021-07-17T03:00:00+07:00,1913.35,1920.18,1900.3,1901.26,1322.472363,2942.859607700041
2021-07-17T04:00:00+07:00,1900.92,1904.06,1892.16,1894.89,1425.104648,2900.4090290500417
2021-07-17T05:00:00+07:00,1894.95,1903.86,1876.34,1879.44,1895.197297,2793.0768132000417
2021-07-17T06:00:00+07:00,1879.61,1886.15,1870.03,1876.49,1583.053518,2812.0136875000417
2021-07-17T07:00:00+07:00,1876.38,1899.42,1865.01,1899.41,3471.340061,2924.371102550041
2021-07-17T08:00:00+07:00,1899.41,1900.52,1865.37,1873.28,1696.003912,2923.6174705500416
2021-07-17T09:00:00+07:00,1873.28,1875.14,1857.66,1866.39,2371.571557,2918.7888868500418
2021-07-17T10:00:00+07:00,1866.49,1876.09,1861.51,1866.75,1378.347769,2863.026758000042
2021-07-17T11:00:00+07:00,1866.62,1885.95,1861.21,1879.34,1386.324546,2596.762414500042
2021-07-17T12:00:00+07:00,1879.95,1890.2,1877.42,1885.86,1932.217022,2589.4248463500417
2021-07-17T13:00:00+07:00,1885.88,1894.91,1881.75,1893.55,1045.599504,2360.7950499500416
2021-07-17T14:00:00+07:00,1893.55,1893.98,1877.21,1878.2,688.6668,2272.058535350042
2021-07-17T15:00:00+07:00,1878.2,1909.42,1866.2,1896.08,4181.985135,2198.852198600042
2021-07-17T16:00:00+07:00,1896.08,1899.67,1877.96,1881.36,2196.266926,2069.605415200041
2021-07-17T17:00:00+07:00,1880.83,1880.96,1853.0,1853.13,4351.867221,2152.4345416500414
2021-07-17T18:00:00+07:00,1853.12,1868.69,1843.85,1864.89,2726.50977,2099.5566159000414
2021-07-17T19:00:00+07:00,1864.38,1878.0,1859.7,1873.98,1706.499798,1978.216648850041
2021-07-17T20:00:00+07:00,1873.77,1894.82,1861.23,1882.84,2963.99028,2072.047862500041
2021-07-17T21:00:00+07:00,1882.85,1893.08,1880.55,1881.78,1512.836151,2088.4718174000413
2021-07-17T22:00:00+07:00,1881.78,1888.19,1871.78,1887.51,2229.92647,2103.2890374000413
2021-07-17T23:00:00+07:00,1887.15,1919.05,1881.0,1900.79,8122.484214,2443.289629950041
2021-07-18T00:00:00+07:00,1900.24,1904.34,1879.32,1894.44,4767.790409,2610.4239180000413
2021-07-18T01:00:00+07:00,1894.08,1911.38,1888.84,1902.74,1363.587384,2583.843422350041
2021-07-18T02:00:00+07:00,1902.2,1919.79,1897.52,1908.06,2147.569153,2612.069204100041
2021-07-18T03:00:00+07:00,1908.21,1915.03,1897.25,1898.59,1019.88104,2489.4962530500407
2021-07-18T04:00:00+07:00,1898.61,1914.96,1892.68,1908.61,711.922341,2440.292174500041
2021-07-18T05:00:00+07:00,1909.02,1909.02,1895.59,1899.06,925.471421,2367.987167700041
2021-07-18T06:00:00+07:00,1899.0,1901.93,1888.93,1899.01,1432.341799,2370.6868692000407
